date,Ydc,Yac
2023/12/01,150.306748466258,147.239263803681
2023/12/02,221.370143149284,217.280163599182
2023/12/03,211.656441717791,207.566462167689
2023/12/04,214.212678936605,210.122699386503
2023/12/05,221.881390593047,217.280163599182
2023/12/06,158.486707566462,154.907975460123
2023/12/07,165.644171779141,162.065439672802
2023/12/08,193.762781186094,189.672801635992
2023/12/09,170.756646216769,167.177914110429
2023/12/10,208.588957055215,203.98773006135
2023/12/11,180.981595092025,177.402862985685
2023/12/12,73.6196319018405,72.0858895705521
2023/12/13,50.1022494887526,48.5685071574642
2023/12/14,121.165644171779,118.609406952965
2023/12/15,216.768916155419,211.656441717791
2023/12/16,207.566462167689,203.476482617587
2023/12/17,200.40899795501,196.319018404908
2023/12/18,205.010224948875,200.920245398773
2023/12/19,173.312883435583,169.734151329243
2023/12/20,137.525562372188,133.946830265849
2023/12/21,162.576687116564,158.997955010225
2023/12/22,69.5296523517383,67.9959100204499
2023/12/23,63.3946830265849,62.3721881390593
2023/12/24,55.7259713701432,54.7034764826176
2023/12/25,125.255623721881,122.188139059305
2023/12/26,202.453987730061,198.364008179959
2023/12/27,201.942740286299,197.852760736196
2023/12/28,100.715746421268,98.6707566462168
2023/12/29,202.453987730061,198.364008179959
2023/12/30,190.184049079755,186.094069529652
2023/12/31,154.907975460123,151.329243353783
